Domain,mean,domain_abundance_std,count_domain,percentile_rank
DDOST_48kD,221.317,0.0,1,92.0859947032248
FGAR-AT_N,221.209,0.0,1,92.0626265773485
FGAR-AT_linker,221.209,0.0,1,92.0626265773485
RLL,220.031,0.0,1,92.0392584514722
G6PD_N,219.5395,0.0,2,92.01589032559589
G6PD_C,219.5395,0.0,2,92.01589032559589
NeuB,219.529,0.0,1,91.98473282442748
SAF,219.529,0.0,1,91.98473282442748
Rad60-SLD,218.99699999999999,0.0,7,91.96136469855118
Nuc_deoxyrib_tr,218.898,0.0,1,91.94578594796697
MAP1B_neuraxin,218.731,0.0,10,91.93020719738277
MISS,218.436,0.0,1,91.91462844679856
PP28,218.137,0.0,1,91.89904969621436
COPI_C,217.455,0.0,1,91.88347094563017
SBDS,216.855,0.0,1,91.86010281975385
SBDS_C,216.855,0.0,1,91.86010281975385
CPSase_L_D2,216.8405714285714,0.0,9,91.83673469387756
MitoNEET_N,215.972,0.0,2,91.82115594329335
Ribosomal_L7Ae,215.17354545454546,0.0,11,91.80557719270914
Biliv-reduc_cat,213.625,0.0,1,91.78999844212494
TDP43_N,213.421,0.0,1,91.77441969154074
CDC37_M,212.614,0.0,2,91.75884094095653
adh_short_C2,212.48689999999996,0.0,10,91.74326219037233
MCM2_N,212.369,0.0,1,91.72768343978814
BTHB,212.2825,0.0,2,91.71210468920393
SOUL,211.8365,0.0,2,91.69652593861971
EB1,211.65766666666664,0.0,3,91.68094718803552
SHMT,211.26850000000002,0.0,2,91.6653684374513
MitMem_reg,209.8605,0.0,4,91.64978968686711
NDUF_B4,209.677,0.0,1,91.63421093628291
ATP-grasp,209.07766666666666,0.0,3,91.61863218569871
Humanin,208.63949999999997,0.0,4,91.6030534351145
ATP-synt_ab_Xtn,208.586,0.0,1,91.5874746845303
ApoM,208.067,0.0,1,91.5718959339461
zf-PARP,207.30100000000002,0.0,3,91.55631718336188
Kindlin_2_N,206.732,0.0,3,91.54073843277769
Str_synth,206.433,0.0,1,91.5173703069014
APMAP_N,206.433,0.0,1,91.5173703069014
ECH,205.85739285714288,112.68382954310704,15,91.49400218102508
OTCace,205.513,0.0,2,91.47063405514878
OTCace_N,205.513,0.0,2,91.47063405514878
S36_mt,205.259,0.0,2,91.44726592927248
A1_Propeptide,205.1842142857143,44.695051420711025,7,91.43168717868826
FTCD_N,204.562,0.0,3,91.41610842810407
COX4,204.0655,0.0,2,91.40052967751986
LSM,204.03805263157895,5.314614567398085,20,91.38495092693566
HS1_rep,203.4305,0.0,11,91.36937217635146
CSD,203.364,0.0,13,91.35379342576725
CDV3,202.743,0.0,2,91.33821467518305
POB3_N,202.549,0.0,1,91.31484654930675
SSrecog,202.549,0.0,1,91.31484654930675
DAD,201.466,0.0,1,91.29147842343043
PhzC-PhzF,201.251,0.0,1,91.27589967284624
U6-snRNA_bdg,200.762,0.0,1,91.22137404580153
PROCN,200.762,0.0,1,91.22137404580153
U5_2-snRNA_bdg,200.762,0.0,1,91.22137404580153
PRP8_domainIV,200.762,0.0,1,91.22137404580153
PROCT,200.762,0.0,1,91.22137404580153
PRO8NT,200.762,0.0,1,91.22137404580153
UFC1,200.651,0.0,1,91.16684841875681
Cytochrom_B558a,200.603,0.0,1,91.1512696681726
Coatomer_b_Cpla,200.368,0.0,1,91.12790154229631
Coatamer_beta_C,200.368,0.0,1,91.12790154229631
RasGAP_C,200.043,0.0,3,91.10453341642001
Romo1,199.559,0.0,1,91.0889546658358
PITH,199.437,0.0,2,91.0733759152516
Caveolin,199.43133333333333,0.0,3,91.05779716466739
2-Hacid_dh_C,199.3552,0.0,5,91.04221841408318
Myosin_tail,199.34909523809523,0.0,24,91.02663966349898
Complex1_30kDa,199.104,0.0,1,91.01106091291479
AIG2,198.116,0.0,1,90.99548216233057
AIF-MLS,197.6005,0.0,2,90.97990341174638
DUF5600,197.29500000000002,0.0,4,90.96432466116218
Pox_A_type_inc,197.149,0.0,1,90.94874591057798
BcrAD_BadFG,197.004,0.0,1,90.93316715999377
Pyr_redox_dim,196.6192,0.0,5,90.91758840940956
DUF1943,196.047,0.0,1,90.88643090824115
DUF1081,196.047,0.0,1,90.88643090824115
ApoB100_C,196.047,0.0,1,90.88643090824115
NINJA_B,195.959,0.0,1,90.85527340707276
PHF5,194.157,0.0,1,90.83969465648855
NADH-G_4Fe-4S,193.862,0.0,1,90.80853715532015
NADH_dhqG_C,193.862,0.0,1,90.80853715532015
Molybdopterin,193.862,0.0,1,90.80853715532015
Ndufs5,193.72299999999998,0.0,2,90.77737965415173
Paf67,193.693,0.0,1,90.76180090356753
CRM1_repeat,193.509,0.0,3,90.74622215298334
Mesd,193.295,0.0,1,90.73064340239912
Cu-oxidase,193.1475,0.0,29,90.71506465181493
Dynein_light,192.86299999999997,0.0,3,90.69948590123073
RPN6_C_helix,191.983,0.0,1,90.67611777535441
RPN6_N,191.983,0.0,1,90.67611777535441
Phosphorylase,190.51566666666668,0.0,3,90.65274964947811
DUF866,190.468,0.0,1,90.6371708988939
Gly_acyl_tr_N,190.25900000000001,0.0,4,90.61380277301761
Gly_acyl_tr_C,190.25900000000001,0.0,4,90.61380277301761
tRNA-synt_1c_C,190.121,0.0,2,90.59043464714131
Isochorismatase,189.338,0.0,1,90.5748558965571
JUPITER,188.54250000000002,0.0,4,90.5592771459729
YABBY,188.337,0.0,1,90.54369839538869
ADK,188.2937,0.0,13,90.52811964480448
GIT1_C,187.79940000000002,0.0,6,90.51254089422028
Gelsolin,187.16564285714284,0.0,49,90.49696214363608
Oxidored_q4,187.045,0.0,1,90.48138339305187
Aldo_ket_red,186.55176470588236,0.0,17,90.46580464246767
Synapsin,186.03199999999998,0.0,2,90.43464714129927
Synapsin_N,186.03199999999998,0.0,2,90.43464714129927
Synapsin_C,186.03199999999998,0.0,2,90.43464714129927
Band_7_C,185.836,0.0,1,90.40348964013086
Epiglycanin_TR,185.83,0.0,8,90.38791088954666
Spectrin_like,185.715875,56.975128894106064,4,90.37233213896245
NDUFB10,185.155,0.0,1,90.35675338837825
Peptidase_M17,184.9695,0.0,2,90.34117463779405
Band,184.52372727272726,0.0,11,90.32559588720984
Perilipin,184.262,0.0,30,90.31001713662565
RPN5_C,183.876,0.0,1,90.29443838604145
DUF1907,183.198,0.0,1,90.27885963545724
tRNA-synt_1b,183.02249999999998,0.0,4,90.26328088487303
Tom22,183.01,0.0,1,90.24770213428883
EHD_N,182.7774,0.0,5,90.23212338370463
Bap31,182.772,0.0,2,90.21654463312042
Coatomer_E,182.736,0.0,1,90.20096588253622
ALIX_LYPXL_bnd,182.692,0.0,2,90.18538713195203
Guanylin,182.5565,0.0,2,90.16980838136782
PP-binding,182.5136,0.0,5,90.15422963078362
FTHFS,182.45399999999998,3.3842130547588174,2,90.1386508801994
Insulin,181.88285000000002,39.42386506292856,11,90.1230721296152
Rotamase,181.8035,0.0,2,90.107493379031
Ndr,181.77525,0.0,4,90.0919146284468
IHABP4_N,181.556,0.0,4,90.07633587786259
GUCT,181.5255,0.0,2,90.06075712727839
NOP5NT,181.3655,0.0,2,90.0451783766942
Peptidase_C65,181.22549999999998,0.0,2,90.02959962610998
DUF1899,180.85657142857144,7.072519141013334,8,90.01402087552577
TPD52,180.6675,0.0,5,89.99844212494158
GATase,180.17218181818183,0.0,11,89.98286337435738
Thymopoietin,179.811,0.0,2,89.95949524848108
LAP2alpha,179.811,0.0,1,89.95949524848108
GFRP,179.006,0.0,1,89.93612712260477
COesterase,178.59464285714284,0.0,14,89.92054837202056
Glucosamine_iso,177.91174999999998,0.0,4,89.90496962143636
LBP_BPI_CETP,177.54361538461538,0.0,13,89.88939087085215
Nebulin,177.53125,0.0,210,89.87381212026796
AIMP2_LysRS_bd,177.099,0.0,1,89.85823336968375
Colipase,177.086,0.0,1,89.83486524380744
Colipase_C,177.086,0.0,1,89.83486524380744
DUF5082,176.305,0.0,1,89.81149711793114
Malectin,176.18,0.0,1,89.79591836734694
ARPC4,175.832,0.0,1,89.78033961676275
MVP_shoulder,175.721,0.0,1,89.75697149088643
Vault,175.721,0.0,9,89.75697149088643
Transformer,175.487,0.0,2,89.73360336501013
DUF4750,175.337,0.0,1,89.71802461442593
Nudc_N,175.32600000000002,0.0,2,89.70244586384172
Rpn9_C,175.11,0.0,1,89.68686711325752
MCM_N,174.91083333333333,0.0,6,89.67128836267332
Prot_ATP_ID_OB,174.45,0.0,5,89.65570961208911
E1_DerP2_DerF2,174.26200000000003,0.0,3,89.6401308615049
STAT1_TAZ2bind,174.241,0.0,1,89.6245521109207
UDPGP,174.20033333333333,0.0,3,89.60897336033649
Smac_DIABLO,174.193,0.0,1,89.5933946097523
PC_rep,173.8313333333333,0.0,13,89.5778158591681
CCD48,173.466,0.0,2,89.56223710858389
eIF-3_zeta,173.314,0.0,1,89.54665835799969
eIF2_C,173.0965,0.0,2,89.53107960741549
dUTPase,172.184,0.0,1,89.51550085683128
DUF423,171.736,0.0,1,89.49992210624707
ApoLp-III,171.564,0.0,2,89.48434335566287
PGM_PMM_II,170.93366666666665,0.0,3,89.46876460507868
DLH,170.923,0.0,2,89.45318585449446
PTPA,170.409,0.0,1,89.43760710391027
ARMET_N,170.3835,0.0,2,89.42202835332607
ALG3,170.294,0.0,1,89.40644960274186
Arylesterase,169.79133333333334,0.0,3,89.39087085215766
FERM_f0,169.66320000000002,0.0,5,89.37529210157345
zf-CDGSH,168.84400000000002,0.0,4,89.35971335098925
ACBP,168.31485714285714,0.0,7,89.34413460040504
NAC,167.8136,0.0,6,89.32855584982084
Intein_splicing,167.146,0.0,1,89.31297709923665
CathepsinC_exc,166.896,0.0,1,89.29739834865244
COX3,166.894,0.0,1,89.28181959806824
DHHA1,166.6405,0.0,2,89.26624084748404
Cu_amine_oxidN2,166.45466666666667,0.0,3,89.23508334631562
Cu_amine_oxidN3,166.45466666666667,0.0,3,89.23508334631562
Cu_amine_oxid,166.45466666666667,0.0,3,89.23508334631562
Peptidase_M16,166.3412857142857,0.0,7,89.19613646985512
Peptidase_M16_C,166.3412857142857,0.0,10,89.19613646985512
eIF3_subunit,166.18,0.0,1,89.17276834397882
PRKCSH,165.66125000000002,0.0,7,89.15718959339462
COX6B,165.62,0.0,3,89.14161084281041
Vps35,165.6,0.0,1,89.12603209222621
Nas2_N,165.585,0.0,1,89.110453341642
SHNi-TPR,164.9685,0.0,2,89.09487459105779
Amidohydro,164.22495454545455,1.385222184344445,15,89.07929584047359
Cyt-b5,163.65814285714285,0.0,14,89.0637170898894
Translin,163.435,0.0,2,89.04813833930518
DUF1776,163.4015,0.0,2,89.03255958872099
TRAP-gamma,162.736,0.0,1,89.01698083813679
Ala_racemase_N,162.474,0.0,1,89.00140208755258
NIPSNAP,162.418,0.0,8,88.98582333696837
NADHdh_A3,162.338,0.0,1,88.97024458638417
Complex1_51K,162.332,0.0,1,88.93908708521576
SLBB,162.332,0.0,1,88.93908708521576
NADH_4Fe-4S,162.332,0.0,1,88.93908708521576
KRTDAP,162.2705,0.0,3,88.90792958404737
Comm,160.606,0.0,1,88.89235083346315
PPR_long,160.5245,0.0,3,88.87677208287896
VOMI,159.993,0.0,1,88.86119333229475
Endosulfine,159.0085,0.0,2,88.84561458171054
DUF5915,158.727,0.0,1,88.83003583112634
PheRS_DBD3,158.638,0.0,1,88.79887832995794
PheRS_DBD2,158.638,0.0,1,88.79887832995794
PheRS_DBD1,158.638,0.0,1,88.79887832995794
CutA1,158.631,0.0,1,88.76772082878954
Ribosomal_L28e,158.338,0.0,2,88.75214207820534
Mago-bind,158.168,0.0,1,88.73656332762113
PNP_phzG_C,157.824,0.0,1,88.71319520174482
Putative_PNPOx,157.824,0.0,1,88.71319520174482
Nop16,157.761,0.0,2,88.68982707586851
Ribosomal_S14,157.70749999999998,0.0,2,88.67424832528431
GARS_A,157.343,0.0,1,88.64309082411592
GARS_C,157.343,0.0,1,88.64309082411592
GARS_N,157.343,0.0,1,88.64309082411592
PCMT,157.30766666666668,0.0,3,88.6119333229475
CNRIP1,157.2,0.0,1,88.5963545723633
PGM_PMM_I,156.91225,0.0,5,88.572986446487
PGM_PMM_III,156.91225,0.0,4,88.572986446487
OCIA,156.865,0.0,2,88.54961832061069
NDUF_B5,156.778,0.0,1,88.53403957002648
Transglut_C,156.77477777777779,0.0,17,88.51067144415018
Transglut_N,156.77477777777779,0.0,9,88.51067144415018
Gal_mutarotas,156.40839999999997,0.0,7,88.48730331827387
VIT,155.62529999999998,0.0,10,88.47172456768966
Tma16,155.564,0.0,1,88.45614581710547
NDUF_B7,155.384,0.0,1,88.44056706652127
APEH_N,154.76,0.0,1,88.42498831593706
NAMPT_N,154.7215,14.944701820377675,1,88.40940956535286
PfkB,154.58700000000002,0.0,3,88.39383081476866
PYNP_C,154.436,0.0,1,88.37046268889235
Glycos_trans_3N,154.436,0.0,1,88.37046268889235
AlaDh_PNT_C,154.139,0.0,2,88.33930518772395
AlaDh_PNT_N,154.139,0.0,2,88.33930518772395
QRPTase_C,154.088,0.0,1,88.30035831126344
QRPTase_N,154.088,0.0,1,88.30035831126344
Fis1_TPR_N,154.088,0.0,1,88.30035831126344
ATPase,154.004,0.0,2,88.26920081009503
eIF3g,153.915,0.0,1,88.25362205951083
Fasciclin,153.68200000000002,0.0,22,88.23804330892663
Statherin,153.465,0.0,1,88.22246455834242
Pr_beta_C,153.456,0.0,2,88.20688580775821
Smoothelin,153.367,0.0,3,88.19130705717401
SF3b10,153.219,0.0,1,88.1757283065898
hNIFK_binding,153.194,0.0,1,88.1601495560056
TIP120,153.167,0.0,2,88.14457080542141
PYC_OADA,152.952,0.0,1,88.12899205483721
COX7C,152.529,0.0,1,88.113413304253
GSH_synth_ATP,152.38,0.0,1,88.0978345536688
ubiquitin,152.3784095744681,532.688848496709,59,88.08225580308459
Vitellogenin_N,151.7725,0.0,3,88.06667705250038
COX7a,151.456,0.0,3,88.05109830191618
Serglycin,151.304,0.0,2,88.03551955133199
AHSP,151.3,0.0,1,88.01994080074778
eIF-5_eIF-2B,151.278,0.0,2,88.00436205016358
Cornichon,151.19775,0.0,6,87.98878329957938
Tnp_22_dsRBD,151.187,0.0,2,87.97320454899517
Aminotran,150.97615384615386,0.0,13,87.95762579841096
S-AdoMet_synt_N,150.9135,0.0,2,87.92646829724256
S-AdoMet_synt_M,150.9135,0.0,2,87.92646829724256
S-AdoMet_synt_C,150.9135,0.0,2,87.92646829724256
KH,150.6773780487805,7.386955428320927,106,87.89531079607416
PEPCK_GTP,150.18849999999998,0.0,2,87.87194267019785
PEPCK_N,150.18849999999998,0.0,2,87.87194267019785
Parathyroid,149.59550000000002,0.0,2,87.84857454432155
SPC22,149.354,0.0,1,87.83299579373734
DUF3544,148.969,0.0,1,87.81741704315313
Rtt106,148.7775,0.0,2,87.80183829256893
Herpes_gE,148.46685714285715,0.0,8,87.78625954198473
CD47,148.083,0.0,1,87.77068079140054
ArsA_ATPase,148.054,0.0,1,87.75510204081633
PNTB,148.041,0.0,3,87.73952329023213
CS,148.00638461538463,0.0,14,87.72394453964793
TCR_zetazeta,147.94050000000001,0.0,2,87.70836578906372
PMAIP1,147.759,0.0,1,87.69278703847951
zf-FPG_IleRS,147.722,0.0,1,87.67720828789531
PCNP,147.588,0.0,1,87.6616295373111
PNP_UDP,147.294625,21.3355329087417,4,87.6460507867269
Ham1p_like,147.223,0.0,1,87.6304720361427
SRPRB,146.811,0.0,1,87.6148932855585
RRM,146.61451643192487,150.1991946305527,381,87.5993145349743
L51_S25_CI-B8,146.547,0.0,3,87.58373578439009
IPP-2,146.385,0.0,2,87.56815703380589
Ribosomal_L37e,146.341,0.0,1,87.55257828322168
CAF1C_H4-bd,145.83366666666666,0.0,3,87.53699953263748
eIF-1a,145.76200000000003,0.0,3,87.52142078205328
STAR_dimer,145.632,0.0,1,87.49805265617697
Quaking_NLS,145.632,0.0,1,87.49805265617697
DNAPKcs_CC5,145.502,0.0,1,87.46689515500857
NUC194,145.502,0.0,1,87.46689515500857
Tubulin-binding,145.29233333333335,0.0,12,87.44352702913226
UBA2_C,145.124,0.0,1,87.42015890325597
UAE_UbL,145.124,0.0,1,87.42015890325597
PI31_Prot_C,144.882,0.0,1,87.39679077737965
MCM6_C,144.873,0.0,1,87.38121202679545
HAUS4,144.451,32.08426308955842,1,87.36563327621126
FKBP_C,144.25723529411766,0.0,25,87.35005452562704
Peptidase_M49,144.171,0.0,1,87.33447577504285
3Beta_HSD,143.90133333333333,0.0,6,87.31889702445864
Nop10p,143.88,0.0,1,87.30331827387442
3-HAO,143.767,0.0,2,87.28773952329023
Spermine_synt_N,143.251,0.0,2,87.27216077270603
EF-hand,143.17401121076233,725.3996041007329,400,87.25658202212183
Acyl-CoA_dh_N,142.9431818181818,0.0,11,87.24100327153762
Rpn3_C,142.921,0.0,1,87.22542452095342
EpCAM_N,142.882,0.0,1,87.20984577036923
NTR,142.68441176470589,0.0,17,87.19426701978502
Spectrin,142.64825,56.975128894106064,344,87.1786882692008
Apc13p,142.488,0.0,1,87.16310951861661
Pribosyltran,142.4723125,23.03117497002704,8,87.1475307680324
SF1-HH,142.438,0.0,1,87.1319520174482
Vta1,142.135,0.0,1,87.116373266864
Nop,142.08166666666668,0.0,3,87.10079451627979
2-oxoacid_dh,141.3985,0.0,4,87.0852157656956
VASP_tetra,141.09833333333333,0.0,3,87.0696370151114
Asp-B-Hydro_N,140.8925,0.0,2,87.05405826452719
TMEM43,140.851,0.0,1,87.03847951394297
Arg_tRNA_synt_N,140.42700000000002,0.0,2,87.02290076335878
PMG,139.98430769230768,0.0,16,87.00732201277458
TMEM33_Pom33,139.876,0.0,1,86.99174326219037
EMP24_GP25L,139.77833333333334,0.0,9,86.97616451160617
Lectin_leg-like,139.65025,0.0,4,86.96058576102197
gag-asp_proteas,139.3,0.0,1,86.94500701043776
Thymidylat_synt,139.04,0.0,1,86.92942825985355
Glutaredoxin,138.9745,0.0,7,86.91384950926935
SpmSyn_N,138.83,0.0,1,86.89827075868516
RnaseA,138.37333333333333,0.0,15,86.88269200810095
EFTUD2,138.102,0.0,1,86.86711325751675
2Fe-2S_thioredx,137.764,0.0,1,86.85153450693255
STPPase_N,137.75533333333334,18.21642912318438,6,86.83595575634834
CPSF_A,137.7446666666667,0.0,3,86.81258763047204
MMS1_N,137.7446666666667,0.0,3,86.81258763047204
Polysacc_synt,137.716,0.0,1,86.78921950459572
LAMTOR,137.442,0.0,1,86.77364075401152
Stathmin,137.3874,0.0,5,86.75806200342733
HgmA,137.198,0.0,1,86.74248325284312
SCAMP,137.1235,0.0,4,86.72690450225892
THF_DHG_CYH,137.0875,3.3842130547588174,4,86.70353637638262
THF_DHG_CYH_C,137.0875,3.3842130547588174,4,86.70353637638262
DZF,137.048,0.0,5,86.68016825050631
Prenylcys_lyase,136.927,0.0,2,86.6645894999221
Cse1,136.78766666666667,0.0,3,86.6490107493379
tRNA-synt_1c,136.45266666666666,0.0,3,86.6334319987537
HAD,135.9765,0.0,6,86.6178532481695
Fascin,135.82899999999998,0.0,12,86.6022744975853
U1snRNP70_N,135.8225,0.0,2,86.58669574700109
NAPRTase,135.73275,14.944701820377675,2,86.57111699641689
Lyase_aromatic,135.426,0.0,1,86.55553824583268
TIP49,135.283,0.0,5,86.53995949524848
LEDGF,135.0845,0.0,2,86.52438074466427
Hemopexin,134.92754545454545,0.0,87,86.50880199408007
WGR,134.91933333333336,0.0,3,86.49322324349588
CBAH,134.815,0.0,3,86.46985511761956
NAAA-beta,134.815,0.0,2,86.46985511761956
Sushi,134.52024509803923,84.2174230162619,324,86.44648699174327
SF3b1,134.454,0.0,3,86.43090824115906
Palm_thioest,134.044,0.0,2,86.41532949057485
IL3,133.4645,0.0,2,86.39975073999065
B3,133.3515,0.0,2,86.38417198940644
Ald_Xan_dh_C,133.282,0.0,2,86.35301448823805
Ald_Xan_dh_C2,133.282,0.0,2,86.35301448823805
CO_deh_flav_C,133.282,0.0,2,86.35301448823805
TIP41,133.193,0.0,1,86.32185698706964
MCM_OB,133.0045,0.0,8,86.30627823648544
SapA,132.66966666666667,0.0,5,86.29069948590123
Adenylsucc_synt,132.5315,0.0,2,86.27512073531702
AIRS_C,132.50625,0.0,5,86.25954198473282
Plectin,132.4745,56.975128894106064,117,86.24396323414862
eIF3m_C_helix,132.332,0.0,1,86.22838448356441
P-mevalo_kinase,132.135,0.0,1,86.21280573298021
IL8,131.9416829268293,0.0,41,86.19722698239602
ThiF,131.8184,0.0,10,86.18164823181182
GSHPx,131.80087500000002,0.0,8,86.16606948122761
MazG-like,131.717,0.0,1,86.1504907306434
Tho1_MOS11_C,131.678,36.00446308445663,5,86.1349119800592
Aldose_epim,131.508,0.0,1,86.11933322947499
Acylphosphatase,131.358,0.0,2,86.10375447889079
STT3,131.2015,0.0,4,86.0881757283066
tRNA-synt,130.96754545454544,0.0,14,86.07259697772238
tRNA-synt_2b,130.93483333333333,8.429097480355374,8,86.05701822713819
Fructosamin_kin,130.4545,0.0,2,86.04143947655399
SRP68,130.401,0.0,1,86.02586072596978
CAP18_C,130.281,0.0,1,86.01028197538557
Elf1,130.248,0.0,1,85.99470322480137
RAD51_interact,130.0255,0.0,2,85.97912447421717
FAA_hydrolase_N,129.731,0.0,1,85.96354572363296
Lipase_GDSL,129.5584,0.0,7,85.94796697304876
PCI,129.50735294117646,1.8540339802711225,17,85.93238822246457
MHC_I,129.46375,0.0,25,85.91680947188036
Sam68-YY,129.28166666666667,0.0,3,85.89344134600405
Qua1,129.28166666666667,0.0,3,85.89344134600405
XendoU,129.057,0.0,1,85.87007322012774
tRNA_bind,128.70675,0.0,4,85.85449446954354
vATP-synt_E,128.6055,0.0,2,85.83891571895934
Vps5,128.215,0.0,9,85.82333696837514
UPF0556,128.2035,0.0,2,85.80775821779093
eIF3h_C,127.989,0.0,1,85.79217946720674
Septin,127.95438461538461,0.0,13,85.77660071662253
Fer2,127.9495,1.0026774157225238,8,85.76102196603831
PNTB_4TM,127.8555,1.8526197667087545,2,85.74544321545412
CD36,127.41866666666665,0.0,3,85.72986446486992
MRP-S27,127.388,0.0,2,85.71428571428571
NAD_binding,127.12048484848484,0.0,35,85.69870696370151
His_Phos,126.89455000000001,0.0,26,85.68312821311731
Thi4,126.756,0.0,1,85.659760087241
ETF_QO,126.756,0.0,1,85.659760087241
Rieske,126.7435,0.0,4,85.6363919613647
WAPL,126.728,0.0,2,85.6208132107805
MHCassoc_trimer,126.552,0.0,1,85.5974450849042
MHC2-interact,126.552,0.0,1,85.5974450849042
DUF3385,126.43675000000002,0.0,4,85.57407695902789
CoA_trans,126.4115,0.0,4,85.55849820844368
Bap31_Bap29_C,125.79866666666665,0.0,4,85.54291945785948
COX8,125.018,0.0,2,85.52734070727527
NDUFA12,124.9625,0.0,2,85.51176195669107
EnY2,124.879,0.0,1,85.49618320610686
DUF5050,124.75033333333334,0.0,4,85.48060445552267
cEGF,124.50489583333332,0.0,130,85.46502570493847
RPN13_C,124.242,0.0,1,85.44165757906215
Proteasom_Rpn13,124.242,0.0,1,85.44165757906215
SAP,124.08694736842105,36.00446308445663,19,85.41828945318586
Seryl_tRNA_N,123.66822222222224,8.429097480355374,3,85.40271070260165
SERRATE_Ars2_N,123.384,0.0,1,85.37934257672535
ARS2,123.384,0.0,1,85.37934257672535
TRAP_alpha,123.114,0.0,1,85.35597445084903
Exportin-5,122.927,0.0,1,85.34039570026484
CBF_beta,122.851,0.0,1,85.32481694968064
MaoC_dehydratas,122.6775,0.0,2,85.30923819909644
Ist1,122.631,0.0,1,85.29365944851223
Toxin_TOLIP,122.29249999999999,0.0,2,85.27808069792803
PPAK,122.276,0.0,34,85.25471257205172
Titin_Z,122.276,0.0,8,85.25471257205172
Propep_M14,122.21725,0.0,8,85.23134444617541
Sorting_nexin,122.18299999999999,0.0,2,85.21576569559122
tRNA-synt_2c,122.16733333333333,2.791657572124487,3,85.200186945007
CSN8_PSD8_EIF3K,121.88100000000001,0.0,3,85.18460819442281
Ribosomal_L12,121.79,0.0,1,85.1612400685465
Ribosomal_L12_N,121.79,0.0,1,85.1612400685465
DUF815,121.74000000000001,0.0,2,85.1378719426702
LIM,121.71419285714286,18.47760977958639,164,85.12229319208599
FMN_dh,121.4985,0.0,2,85.1067144415018
DUF842,121.199,0.0,1,85.09113569091758
FERM_N,121.18281818181818,0.0,33,85.07555694033339
Alpha-2-MRAP_C,120.638,0.0,1,85.05218881445708
Alpha-2-MRAP_N,120.638,0.0,1,85.05218881445708
NTF2,120.32428571428571,0.0,7,85.02882068858078
BRICHOS,120.28366666666668,0.0,9,85.01324193799658
SMODS,120.03866666666666,0.0,3,84.99766318741237
Prefoldin,119.98877272727273,0.12657211383239095,12,84.98208443682816
Transglut_core,119.97608333333334,0.0,12,84.96650568624396
Rep_fac-A,119.813,0.0,1,84.95092693565977
eIF3_N,119.775,0.0,1,84.93534818507555
PSP94,119.567,0.0,2,84.91976943449136
COQ9,119.071,0.0,1,84.90419068390716
JAB,118.85300000000001,0.0,12,84.88861193332295
WIF,118.7045,0.0,2,84.87303318273874
DUF1593,118.651,0.0,1,84.84966505686245
OPA1_C,118.651,0.0,1,84.84966505686245
MCM_lid,118.40377777777778,0.0,9,84.81850755569404
MCM,118.40377777777778,0.0,9,84.81850755569404
Myosin_head,118.35351282051283,0.0,43,84.79513942981774
Peptidase_M20,118.34880000000001,20.97137291643062,5,84.77956067923353
CusF_Ec,118.071,0.0,1,84.76398192864933
tRNA_synt_1c_R1,117.971,0.0,1,84.74061380277301
tRNA_synt_1c_R2,117.971,0.0,1,84.74061380277301
