Gn,mean,std
HOXB3,231.844,
ERP44,231.584,
RCC2,231.514,
COMT,231.477,
PSMB7,231.422,
EWSR1,230.916,
GP5,230.628,
SLC27A5,230.534,
PDLIM5,230.497,
ANP32E,230.412,
MSMB,230.171,
SEPTIN9,229.834,
ATOX1,229.467,
EXOSC9,229.207,
CYC1,229.117,
EIF3I,228.991,
DDB1,228.836,
SHMT2,228.341,
C11orf58,227.967,
SMAP,227.967,
NACA,227.707,
DNAJC8,227.672,
H1-10,227.666,
CARHSP1,227.602,
GNMT,227.392,
UQCRQ,227.242,
NIPSNAP2,227.172,
RRAS,226.68,
TMEM205,226.631,
CORO1B,226.467,
C7,226.328,
ACOT13,226.291,
CCL27,225.927,
DUSP3,225.922,
HEBP1,225.604,
SUCLG2,225.575,
DPPA4,225.179,
CAST,224.983,
GLIPR2,224.903,
GM2A,224.631,
NASP,224.456,
CHCHD3,224.333,
GNG5,224.191,
PPP2R1A,224.087,79.99357594207177
HSPH1,223.928,
PSMC2,223.865,
ATP6V1E1,223.774,
JPT1,223.591,
NCAM1,223.44,
SLC2A1,223.339,
SEPTIN11,223.009,
FCER1G,222.871,
COPZ1,222.714,
GPX1,222.489,
HSD17B4,222.32,
COX17,222.306,
CHCHD10,221.911,
ADPRHL1,221.905,
CTNNB1,221.89,
NAPA,221.708,
ACTR1A,221.59,
PSMD1,221.544,
KRT75,221.458,
TKFC,221.363,
ASAH1,221.336,
DDOST,221.317,
MCM3,221.27,
PFAS,221.209,
SYPL1,220.633,
CRYBB3,220.515,
C15orf48,220.308,
NMES1,220.308,
RBBP4,220.239,
RTRAF,220.031,
RALB,219.922,
PCYOX1,219.635,
NANS,219.529,
PNLIP,219.358,
CKLF,219.354,
VAPB,219.201,
LMAN1,218.899,
DNPH1,218.898,
TSN,218.89,
MAP1B,218.731,
MAPK1IP1L,218.436,
PDAP1,218.137,
STX1B,218.033,
MAPK1,217.929,
ATP2A1,217.8945,208.49538418032182
PDHA1,217.827,
CHMP1B,217.824,
COPA,217.455,
ANPEP,217.187,
CFD,217.178,
SBDS,216.855,
TES,216.489,
FHL2,216.167,
RTN4,215.991,
IGFBP7,215.859,
GRB2,215.671,
MFAP2,214.961,
STXBP1,214.795,
SNRPA,214.15,
MAOB,214.135,
PITPNA,214.129,
SEC13,214.11,
HMGN3,214.091,
MCM7,214.0,
EMILIN1,213.887,
ADSS2,213.738,
BLVRA,213.625,
BDH2,213.618,
TARDBP,213.421,
TFF2,213.286,
CAVIN3,213.278,
PSIP1,213.174,
MCM2,212.369,
TXNDC12,212.367,
NUDT5,211.912,
CYB5R1,211.363,
MAT2A,211.248,
RALY,210.929,
NPEPPS,210.9115,46.00083165009085
NNMT,210.407,
PPIAL4C,210.293,
PPIAL4H,210.293,
KLK3,210.09,
COX8A,209.909,
CASQ2,209.857,
ARHGAP1,209.697,
NDUFB4,209.677,
DBN1,209.615,
RHOG,209.337,
PPA2,208.855,
FAM162A,208.833,
ATP6V1A,208.586,
RDH16,208.344,
TUBB8B,208.074,
APOM,208.067,
USP14,207.977,
JUP,207.779,
GSTM2,207.437,
RAB5C,207.1485,54.67561764168741
PSMC6,206.644,
HNRNPCL1,206.491,
HNRNPCL2,206.491,
APMAP,206.433,
MARCKSL1,206.34,
ACAA1,205.936,
UCHL3,205.758,
PSMB6,205.7,
CHTOP,205.447,
SF3A1,205.382,
HAO1,205.336,
MRPS36,205.259,
NOP58,205.236,
MYH10,204.874,
MPO,204.719,
LHPP,204.598,
DSP,204.05,
CTSE,204.05,
CHORDC1,203.892,
PLS3,203.886,
KRT34,203.847,
LIN28A,203.846,
PFKL,203.58,
MYADM,203.435,
NRGN,203.376,
AQP1,203.091,
RCN2,202.855,
HLA-C,202.787,
COX7B,202.786,
NAP1L4,202.651,
TGM3,202.549,
SSRP1,202.549,
PFKM,202.15,
TXNRD1,202.054,
PGK2,201.882,
DAD1,201.466,
PBLD,201.251,
MS4A4A,201.035,
PRPF8,200.762,
UFC1,200.651,
CYBA,200.603,
SERPINB5,200.575,
COPB1,200.368,
TCEAL3,200.312,
MSMO1,200.076,
S100A3,199.816,
CHMP2A,199.756,
RUVBL2,199.68,
CD99,199.575,
ROMO1,199.559,
THBS1,199.391,
PPP1CB,199.382,
SAMD4B,199.378,
AFM,199.207,
NDUFS3,199.104,
VAMP2,198.662,
CYRIB,198.654,
DDX39A,198.594,
GGCT,198.116,
HEBP2,198.069,
CELA3A,198.027,
SERPINB9,198.002,
DMGDH,197.806,
TBCB,197.666,
LMOD1,197.414,
RSL1D1,197.326,
PAFAH1B1,197.149,
MDFI,197.095,
NAGK,197.004,
PPIH,196.989,
DBNL,196.891,
RALA,196.447,
TMED9,196.295,
CD36,196.13,
APOB,196.047,
ACOT7,195.959,
GNAO1,195.3,
FDPS,195.151,
IPO5,194.651,
BPIFB2,194.595,
PAGE4,194.229,
SHMT1,194.196,
PHF5A,194.157,
EHD1,193.964,
LAMP1,193.963,
AGMAT,193.954,
NDUFS1,193.862,
GNG11,193.712,
EIF3L,193.693,
SERPINA7,193.558,
EMD,193.512,
XPO1,193.509,
SYP,193.499,
GSTM1,193.407,
MESD,193.295,
ARID3A,193.266,
KARS1,192.688,
GRPEL1,192.615,
PABPC1,192.415,
LONP1,192.34,
ALDH1B1,192.223,
PSMD11,191.983,
SPR,191.942,
SNX12,191.896,
CBX5,191.787,
OGDH,191.383,
FASTKD2,191.279,
PCBD1,191.271,
CPNE1,190.744,
SNRPA1,190.681,
GPX4,190.597,
CZIB,190.468,
GABARAP,190.317,
PITPNB,190.22,
ACYP2,190.162,
SERPINA5,190.015,
CTSZ,189.926,
POTEF,189.897,
SRSF6,189.885,
CYP1A2,189.681,
RARS1,189.598,
DNAJC5,189.551,
MGST2,189.462,
ISOC1,189.338,
NID1,189.246,
EFEMP1,189.235,
GALK1,189.102,
USP5,189.013,
PRTN3,188.645,
PAEP,188.572,
EIF2S2,188.572,
GLUD2,188.505,
TFAM,188.337,
EIF3B,187.998,
EIF1AX,187.991,
ELOB,187.835,
LYPLA1,187.417,
ALDH1L1,187.347,
PYGL,187.201,
MT-ND3,187.045,
ARCN1,186.671,
GYG1,186.211,
PSME3,186.113,
PFDN5,186.097,
C2,186.04899999999998,71.8657068913957
STOML2,185.836,
MUC21,185.83,
NDUFB10,185.155,
NUDT21,185.145,
SYNM,184.979,
NSFL1C,184.357,
CYP11B1,183.936,
PSMD12,183.876,
HNMT,183.755,
SAR1B,183.546,
VASN,183.486,
LPO,183.401,
AIF1,183.233,
C11orf54,183.198,
TOMM22,183.01,
COPE,182.736,
CSRP2,182.549,
SERPINA6,182.296,
PRF1,182.263,
RBP2,182.236,
PSMC3,182.176,
SCGB1D2,182.144,
MYL6B,181.92,
SDHB,181.896,
HIBCH,181.756,
SGTA,181.702,
ERGIC1,181.403,
KRT31,181.117,
HDGFL3,181.08,
REEP6,180.986,
LAMC1,180.849,
HSPA6,180.326,
HSPA7,180.326,
SCRN1,180.305,
TIMM13,179.983,
NUPR1,179.85,
TMPO,179.811,
PLIN1,179.53,
MTHFD2,179.493,
GCHFR,179.006,
LIMD2,178.966,
STT3A,178.887,
PSMD4,178.393,
PSMD6,178.305,
CPNE3,178.269,
TRAP1,178.251,
PGA3,178.0565,5.053692165140249
AIMP1,177.996,
CLDN11,177.778,
KLK7,177.775,
TSTD1,177.758,
NUMA1,177.671,
SMYD1,177.574,
SCAMP3,177.335,
B4GALNT2,177.31,
C1S,177.167,
DHCR24,177.118,
AIMP2,177.099,
CLPS,177.086,
FXYD6,177.031,
BTF3L4,177.011,
OCIAD2,176.971,
WDR6,176.873,
BAX,176.613,
S100A16,176.611,
DEFA1B,176.567,
TPR,176.305,
MLEC,176.18,
MASP2,176.073,
RPL10L,175.879,
ARPC4,175.832,
OAT,175.724,
MVP,175.721,
PSMC4,175.422,
SMIM13,175.337,
SLC1A3,175.311,
PSMD13,175.11,
PGLYRP1,175.106,
AKR7A3,174.888,
CHMP4B,174.875,
COPB2,174.578,
TOMM40,174.558,
GSTT1,174.499,
NDUFA4L2,174.414,
STAT1,174.241,
DIABLO,174.193,
ACSM2B,173.8,
STX1A,173.711,
RBBP7,173.54,
EIF3D,173.314,
SH3GLB1,173.179,
MYL7,173.178,
NEDD8-MDP1,173.1063333333333,97.82369807124107
TMEM256-PLSCR3,172.9805,1.7599887783733097
UBE2M,172.857,
NAXE,172.837,
CYP19A1,172.798,
TM4SF1,172.506,
KPNA2,172.416,
DUT,172.184,
RCVRN,172.158,
DEFA3,171.981,
EIF4E,171.969,
TMEM256,171.736,
CPA2,171.626,
LYPLA2,171.605,
SBSN,171.564,
AZU1,171.207,
STRAP,171.16,
PGA4,170.9095,5.053692165140249
ACSL3,170.905,
H1-6,170.771,
RAB18,170.699,
PTPA,170.409,
AKR1C4,170.338,
ALG3,170.294,
CBR3,170.242,
CHMP5,170.173,
FBXO10,170.163,
SRSF9,170.022,
PSMD7,169.918,
AHSA1,169.81,
AFP,169.703,
CHRDL2,169.515,
GNPDA1,169.459,
DYNC1I2,169.431,
ARPP19,169.415,
TFRC,169.343,
GNG2,169.165,
RBX1,169.074,
MS4A1,169.032,
PFDN4,168.945,
CD5L,168.879,
C8G,168.829,
CPB1,168.829,
HP1BP3,168.735,
AP2B1,168.69,
S100A7A,168.646,
TNS1,168.237,
HMGCL,168.194,
ATL3,168.179,
SUCLA2,167.855,
MCAM,167.643,
PFDN6,167.555,
ARL8B,167.236,
CEP162,167.146,
CKS2,167.124,
CTSC,166.896,
MT-CO3,166.894,
SUMO4,166.83,
EIF3J,166.18,
ACADS,166.168,
LYNX1,166.015,
CAPRIN1,165.881,
LSM8,165.848,
VPS35,165.6,
PSMD9,165.585,
NHP2,165.262,
SARS1,165.184,
QPCT,164.988,
NSF,164.878,
SST,164.818,
ATP1A3,164.701,
HDDC3,164.666,
MYL4,164.516,
HCLS1,164.468,
HDHD2,164.41,
TWF2,164.337,
IVD,164.241,
HINT2,164.172,
CYP3A7,164.104,
RNPS1,163.825,
EMP2,163.605,
BPIFB1,163.599,
TINAGL1,163.298,
SCGB2A2,163.273,
CYP2E1,163.246,
IDH3B,163.082,
FCN3,163.027,
SSR3,162.736,
ATP6V0C,162.4905,212.0563739303773
PLPBP,162.474,
NDUFA3,162.338,
NDUFV1,162.332,
DENR,162.264,
RAB35,162.094,
KTN1,161.874,
FMOD,161.559,
CRYL1,161.497,
RBMXL1,161.472,
RHEB,161.405,
KRT77,161.374,
IGF2BP3,161.276,
GNAI3,161.076,
SDC1,161.039,
CBX1,160.942,
POR,160.923,
FBN1,160.828,
SYT1,160.606,
PGA5,160.481,
GCN1,160.439,
TCEA1,160.308,
BDH1,160.203,
SEPTIN6,160.179,
DAZAP1,160.155,
PGM2,160.146,
KRTAP4-4,160.124,
VMO1,159.993,
NDUFB9,159.983,
MAPRE2,159.948,
NEFM,159.909,
ZNF511-PRAP1,159.908,
SF3B3,159.745,
RAB21,159.606,
LOC102724159,159.527,
UGT2B7,159.399,
EIF4G1,159.381,
LARS1,159.043,
IARS1,158.727,
FARSA,158.638,
CUTA,158.631,
SRSF5,158.39,
SERPINB13,158.225,
PYM1,158.168,
CPN2,158.145,
COPG1,158.002,
ALDH3A1,157.91,
ETF1,157.829,
PNPO,157.824,
GSTZ1,157.797,
NOP16,157.761,
MT3,157.734,
NKG7,157.65,
NOP56,157.495,
GART,157.343,
CNRIP1,157.2,
DNAJA2,156.993,
APOBEC2,156.887,
ACSM2A,156.833,
NDUFB5,156.778,
TAGLN3,156.487,
PALLD,156.446,
CFI,156.35,
PPP1CA,156.292,
PSMC1,156.277,
GAA,156.106,
SMC3,156.096,
CMA1,155.962,
ERO1A,155.923,
TMA16,155.564,
ARL3,155.435,
COL1A2,155.407,
NDUFB7,155.384,
APOL1,155.339,
RAB5B,155.17,
RAD23A,155.094,
PRPH,155.039,
CD44,154.871,
APEH,154.76,
NDUFAB1,154.751,
NAMPT,154.7215,14.944701820377675
NDUFS8,154.714,
SLC25A1,154.666,
TYMP,154.436,
SCP2,154.432,
MYL1,154.153,
EPB41L2,154.097,
FIS1,154.088,
QPRT,154.088,
HNRNPUL2,154.067,
EIF3G,153.915,
TOMM70,153.864,
NDUFA12,153.784,
SLC25A13,153.727,
PPP1CC,153.583,17.264719169450743
JPT2,153.494,
STATH,153.465,
FDFT1,153.451,
SMTN,153.367,
MYO1C,153.253,
LRRC47,153.225,
SF3B5,153.219,
NIFK,153.194,
ABHD10,153.157,
PC,152.952,
LUC7L2,152.912,
VPS26A,152.867,
ACP3,152.726,
SCAMP2,152.653,
EIF1AY,152.598,
COX7C,152.529,
GSS,152.38,
IDI1,152.28,
BHMT2,152.124,
PLP2,151.877,
NIBAN1,151.794,
RPA2,151.784,
CASP14,151.752,
UBE2V2,151.7415,65.60183162458193
PSMC5,151.731,
AGER,151.528,
ARPC5L,151.394,
AOX1,151.365,
AHSP,151.3,
L1TD1,151.187,
PLGLA,150.979,
DPY30,150.799,
IGFALS,150.774,
VAMP8,150.731,
CHGA,150.653,
SENP7,150.441,
SNRPB2,150.251,
KRT79,150.189,
ATP6V1B2,149.841,
AHRR,149.7535,157.85239651174132
HSDL2,149.554,
SAE1,149.436,
SPCS3,149.354,
EIF1,149.002,
ZMYND8,148.969,
RAB6A,148.772,
CRK,148.649,
ENSA,148.602,
ESYT1,148.549,
SEC31A,148.501,
PPP1R7,148.484,
SEC11A,148.416,
TNXA,148.353,
TNXB,148.353,
DNAJB11,148.352,
PRR15,148.29,
NDUFA9,148.105,
CD47,148.083,
GET3,148.054,
ATP5IF1,147.862,
KRT33A,147.821,
PMAIP1,147.759,
IARS2,147.722,
SRM,147.672,
CYP2C9,147.628,
PCNP,147.588,
PRPS2,147.453,
MGARP,147.418,
CHI3L1,147.366,
TMEM42,147.313,
FEZF2,147.306,
RAB8A,147.235,
ITPA,147.223,
NDUFA8,147.153,
GPD1L,147.084,
UBE2K,147.027,
SRPRB,146.811,
ZG16,146.785,
CNBP,146.767,
LSP1,146.713,
NDUFA6,146.706,
NME3,146.705,
OSTF1,146.636,
SLC2A2,146.549,
KRT3,146.537,
PPP1R2B,146.385,
PPP1R2,146.385,
HACD3,146.347,
RPL37,146.341,
ARL8A,146.247,
INA,146.176,
PDCD10,146.102,
DPEP1,146.057,
PSMD10,146.003,
WDR18,145.993,
MCTS1,145.966,
NIBAN2,145.886,
PDZD11,145.802,
TMEM14C,145.713,
AKAP12,145.64,
QKI,145.632,
PRKDC,145.502,
SERPINB4,145.375,
CBS,145.323,
DKK3,145.282,
SAMHD1,145.226,
UBA2,145.124,
KLK10,145.12,
SEC23A,145.119,
FABP2,145.106,
TRIR,144.996,
PSMF1,144.882,
MCM6,144.873,
STX7,144.868,
PSCA,144.69,
HAUS4,144.451,32.08426308955842
SNX2,144.285,
DPP3,144.171,
TFG,144.066,
PDZK1IP1,144.042,
C1QC,143.945,
LXN,143.924,
NOP10,143.88,
HAAO,143.767,
GFPT1,143.687,
MCM4,143.632,
RAC3,143.626,
KRT12,143.265,
HSD17B6,143.204,
KRT85,143.068,
GLUL,143.01,
DDX3X,142.953,
MUC1,142.928,
PSMD3,142.921,
EPCAM,142.882,
CSNK2A3,142.751,
CSNK2A1,142.751,
GYPC,142.721,
MAGEA4,142.636,
GBE1,142.498,
ANAPC13,142.488,
SF1,142.438,
HDLBP,142.427,
CD151,142.418,
HDHD3,142.359,
AP1B1,142.208,
VTA1,142.135,
AP2M1,142.071,
LAMB2,142.04,
PUF60,141.979,
PCBP3,141.692,
CDH13,141.603,
AGR3,141.511,
TMCO1,141.415,
RNPEP,141.34,
HSD17B1,141.3,
KRT76,141.061,
NCBP2,140.984,
ADD1,140.944,
TMEM43,140.851,
PYCR1,140.76,
EHHADH,140.719,
DHRS7,140.705,
KRT81,140.502,
MARS1,140.364,
GLS,140.318,
DNM1L,140.269,
SH3GL1,140.223,
KLK6,140.076,
COPS6,139.965,
PEF1,139.877,
TMEM33,139.876,
THRAP3,139.693,
EHD4,139.692,
DEK,139.628,
ASPRV1,139.3,
TXN2,139.186,
TYMS,139.04,
PLA2G2A,138.956,
ATP1B3,138.943,
PLIN2,138.849,
SMS,138.83,
TMEM109,138.553,
MT-ATP8,138.502,
DPP4,138.455,
NUCB2,138.3,
EFTUD2,138.102,
HMGN5,138.101,
ETHE1,138.084,
SHISA5,138.044,
CISD2,138.036,
GFUS,138.032,
FN3KRP,138.029,
HSBP1,137.995,
PFDN1,137.92,
SNX6,137.869,
NDUFV2,137.764,
PBDC1,137.716,
COL1A1,137.644,
RBM14,137.6,
RBM14-RBM4,137.6,
LAMTOR1,137.442,
RCC1,137.323,
HGD,137.198,
ALDH8A1,137.197,
CHD4,137.141,
AIF1L,137.107,
NUDCD2,136.903,
GLRX3,136.779,
OCIAD1,136.759,
RAB13,136.663,
DPYSL5,136.615,
GCSH,136.604,
GNAI1,136.582,
LSM3,136.426,
HSPB11,136.348,
KRT86,136.252,
MPC2,136.121,
CCDC25,135.912,
U2AF1,135.877,
POTEI,135.804,
SPRR2A,135.78,
HSD17B11,135.633,
KRT27,135.622,
HAL,135.426,
HLA-DRB1,135.269,
ECI2,134.932,
LANCL1,134.763,
ENOPH1,134.708,
ASPN,134.46,
SF3B1,134.454,
GNG8,134.441,
RAB5A,134.372,
LITAF,134.311,
CRMP1,134.233,
MFGE8,134.062,
HAGH,134.033,
ANG,134.03,
MCFD2,133.904,
PGC,133.473,
DYNLT3,133.373,
UBE2NL,133.261,
NPM3,133.202,
TIPRL,133.193,
PPP2CA,133.164,
AAMDC,132.894,
PRKAR2A,132.743,
PEPD,132.594,
AADAC,132.585,
ALDH3A2,132.584,
EIF3M,132.332,
ATP2A3,132.319,
PRKACA,132.199,
SYNGR2,132.168,
PMVK,132.135,
DCTPP1,131.717,
KRAS,131.682,
SARNP,131.678,36.00446308445663
GALM,131.508,
BPGM,131.5,
DHCR7,131.473,
KRT33B,131.317,
RER1,131.284,
PROCR,131.177,
MAPK3,131.169,
CDH17,131.161,
ANKRD40,131.157,
EEA1,131.108,
AP2S1,131.108,
CDSN,130.915,
CYP3A4,130.839,
DLAT,130.618,
CCDC47,130.442,5.436236933762174
SRP68,130.401,
CLCA1,130.344,
RAB8B,130.289,
CAMP,130.281,
ELOF1,130.248,
DNM2,130.223,
HSD17B13,129.887,
FAH,129.731,
MUC5B,129.626,
MME,129.591,
PSPC1,129.488,
F9,129.348,
IFITM3,129.339,
TMOD3,129.263,
NAA15,129.059,
ENDOU,129.057,
PYCARD,129.05,
OR10C1,129.047,
CPSF6,128.983,
DYNLRB1,128.935,
PGAM5,128.866,
CPN1,128.797,
VARS1,128.788,
XPO4,128.779,
UPB1,128.773,
RGR,128.699,
NQO2,128.574,
PIN4,128.497,
KIF5B,128.484,
IQGAP2,128.349,
ARPC1A,128.252,
CALB2,128.168,
TAX1BP3,128.113,
TIMM9,128.076,
EIF3H,127.989,
SCCPDH,127.949,
NUCKS1,127.842,
NAT8,127.836,
PABPC4,127.829,
TENT4B,127.743,
CTSH,127.742,
TTC9C,127.528,
SAG,127.432,
M6PR,127.432,
MYH2,127.276,
HSD11B1,127.155,
PSMD8,126.908,
ETFDH,126.756,
NIPSNAP3A,126.753,
ECHDC2,126.675,
CD74,126.552,
TAF15,126.522,
TRA2A,126.47,
PSMA2,126.455,
GP1BA,126.391,
TMSB4Y,126.387,
SORBS2,126.276,
ADK,126.122,
CKMT1B,125.961,
CKMT1A,125.961,
GALE,125.627,
CRKL,125.36,
MTAP,125.3125,21.3355329087417
SH3BGRL2,125.151,
UBXN1,125.133,
BAG2,125.093,
PPIC,125.086,
PDE6G,125.039,
ENY2,124.879,
FAM169A,124.859,
SAFB,124.818,
SULT1A1,124.759,
SRL,124.707,
RDH11,124.65950000000001,16.29386155888162
LAMTOR4,124.654,
ECHDC1,124.622,
NDUFA10,124.516,
MT1H,124.504,
OLFML1,124.436,
ALDH18A1,124.427,
GPT,124.378,
HYPK,124.361,
LSM5,124.355,
ADRM1,124.242,
C5,124.206,
HIGD1A,124.169,
EIF4EBP1,123.847,
DHRS4,123.813,
PSMA8,123.527,
LZIC,123.476,
ATP6V1G1,123.42,
SRRT,123.384,
APOF,123.301,
SRSF4,123.252,
MPDU1,123.234,
HM13,123.234,
GAR1,123.213,
SEC61A1,123.177,
POFUT1,123.159,
SSR1,123.114,
GAMT,122.957,
XPO5,122.927,
FN3K,122.88,
CBFB,122.851,
UBE2H,122.798,
SERPINA4,122.652,
IST1,122.631,
VBP1,122.474,
GNPDA2,122.43,
TTN,122.276,
UBE2D3,122.23,0.23653963727037153
RECQL,122.175,
UBE2D2,122.113,0.17253405460951743
CTNND1,122.082,
PTRH2,122.043,
MRPL12,121.79,
CPA3,121.769,
MAP2K1,121.621,
CCL5,121.497,
COPS2,121.351,
GSTA5,121.281,
FAM136A,121.199,
DNASE1L2,120.839,
PPP2CB,120.838,5.811003527791056
PITHD1,120.778,
ERLIN2,120.689,
LRPAP1,120.638,
SSTR5,120.638,
CTSL,120.548,
UGGT1,120.528,
PTGES2,120.471,
IMPA1,120.406,
EIF3K,120.379,
ALCAM,120.359,
SLC25A24,120.208,
CAMK2A,119.972,
FAM3D,119.956,
DEFB123,119.914,
RRAS2,119.893,
RPA3,119.813,
WWP2,119.79,
EIF3E,119.775,
SDCBP,119.751,
MYCBP,119.614,
BPHL,119.604,
UBL5,119.401,
GMFB,119.373,
TNR,119.331,
PDCD4,119.307,
LGALS2,119.276,
ALPL,119.248,
COQ9,119.071,
PTPRCAP,119.026,
ATP2B4,119.025,
TIMM50,118.941,
NOL3,118.892,
KRT83,118.824,
TMED4,118.811,
OPA1,118.651,
SCAMP5,118.596,
HEXB,118.573,
HSD11B2,118.459,
THUMPD1,118.445,
COPS8,118.356,
FXYD1,118.26,
IFITM1,118.244,
TM9SF2,118.112,
CSDE1,118.071,
CAB39,118.059,
QARS1,117.971,
ALDH5A1,117.936,
CES2,117.858,
YKT6,117.708,
GPD2,117.693,
GCDH,117.681,
ARMC5,117.233,
SF3B2,117.23,
YIPF5,117.22,
DTYMK,117.03,
STAT3,117.005,
BCAT2,116.963,
MT2A,116.942,
MNDA,116.929,
NAPRT,116.744,
BRK1,116.693,
ATXN10,116.675,
IFITM2,116.49549999999999,2.4727524138093617
TRAPPC3,116.482,
TIA1,116.386,
HARS1,116.339,
TSFM,116.284,
ME2,116.257,
HAPLN2,116.243,
OSTC,116.224,
NUCB1,116.223,
FDXR,116.22,
MAGOH,116.201,
SNRPC,116.193,
CAMK2D,116.112,
PTPRC,116.061,
USP16,116.05,
GLRX5,116.044,
PYGM,115.974,
TGFB1I1,115.952,
FKBP1C,115.748,
FOLR1,115.635,
BROX,115.558,
ITGA1,115.515,
PREP,115.446,
NUP205,115.436,
DSG3,115.378,
XDH,115.199,
NPTN,115.116,
EPHX2,115.11,
ARPC4-TTLL3,115.0145,86.0089333296257
NDUFS2,114.926,
EMC7,114.856,
PGM3,114.848,
LYVE1,114.763,
TOP1,114.599,
PLIN4,114.581,
FAHD1,114.567,
LCE3C,114.55,
PON2,114.486,
AP3S1,114.458,
ACY1,114.41399999999999,20.97137291643062
CDK1,114.405,
UBQLN2,114.35,
LACTB2,114.289,
CDIPT,114.206,
BAAT,114.193,
CTPS1,114.155,
COX6A2,114.138,
EIF5,113.984,
DNAJB1,113.914,
SNAP23,113.868,
MICOS13,113.859,
FRZB,113.818,
RHOB,113.633,
PDHX,113.633,
SPINK1,113.615,
FARSB,113.478,
IDH3G,113.474,
GMPS,113.466,
IGFBP5,113.449,
BPNT1,113.441,
GIMAP4,113.441,
POTEJ,113.439,
MSH6,113.394,
UROC1,113.383,
USP7,113.354,
MCM5,113.321,
CARMIL2,113.297,
HNRNPUL1,113.231,
ANKRD37,113.202,
TK1,113.024,
HSD17B2,112.994,
CNPY2,112.9,
CALML3,112.895,
RAB2B,112.738,
ITGA7,112.647,
KLK12,112.55,
LAMTOR3,112.52,
CSNK1E,112.458,
ABHD11,112.456,
SLC2A14,112.4455,65.12807008118695
MAPT,112.412,
GSTM5,112.398,
SLC9B2,112.3895,143.15871759868486
NDUFS7,112.195,
CRYGA,112.191,
IFI16,112.181,
AFG3L2,112.18,
SNRNP40,112.169,
CLIC3,112.012,
SMIM20,112.007,
EGFR,111.945,
RHCG,111.888,
POLR2E,111.876,
HLA-DRB5,111.824,
CD300LG,111.821,
ADSL,111.811,
GNG7,111.676,
ATP6V1D,111.657,
NCCRP1,111.648,
AP2A2,111.559,
PRRC1,111.517,
DNAJC9,111.515,
FAM3C,111.501,
C6orf120,111.449,
BCAM,111.418,
SPARC,111.404,
NT5C,111.387,
RNASE3,111.351,
TIMM44,111.343,
GPA33,111.293,
POLR2H,111.254,
PODXL,111.143,
MAP4K2,110.932,
FADS2,110.874,
C1R,110.715,
KRT78,110.671,
IGF2BP2,110.643,
GNPNAT1,110.519,
MAPK14,110.348,
MT-ND1,110.347,
PPP1R12A,110.32,
CYP2C8,110.172,
PAK2,110.164,
RBM39,110.141,
CMAS,110.087,
CD34,110.071,
KRTAP3-3,110.014,
GCA,109.98,
IER3IP1,109.955,
TIMM10,109.948,
HMOX1,109.87,
PICALM,109.722,
RPA1,109.714,
MAT2B,109.688,
MACROH2A2,109.678,
DPM3,109.669,
MCCC2,109.627,
FMO3,109.597,
MUC2,109.542,
PROC,109.524,
RRM2,109.499,
MYH1,109.482,
ITFG2,109.424,
GNB4,109.42,
CHP1,109.326,
STX12,109.134,
MECP2,109.125,
KRTAP6-2,109.1,
ECHDC3,109.017,
SSR2,108.9,
TCEAL5,108.725,
MTDH,108.7,
PRKAR1A,108.577,117.10253981874176
IGFBP2,108.572,
EBNA1BP2,108.521,
MXRA7,108.45,
AP2A1,108.367,
LSMEM2,108.342,
PAH,108.333,
ADI1,108.327,
CRIP1,108.202,
THYN1,108.133,
SAP18,108.119,
NMT1,108.045,
TSNAX,107.98,
TSNAX-DISC1,107.98,
SNX5,107.926,
API5,107.895,
MSRB3,107.869,
MMUT,107.859,
SOX15,107.785,
FDX1,107.774,
SMIM22,107.769,
ARL1,107.749,
DNM1,107.594,
MTTP,107.498,
PRPS1,107.4405,23.03117497002704
DEFB114,107.381,
TMED1,107.365,
GOLT1B,107.331,
PCP4,107.329,
ACTR1B,107.304,
UBLCP1,107.281,
CLDN18,107.258,
COPS4,107.249,
EIF2B1,107.213,
DPP7,107.167,
UBE2S,107.084,
CFP,107.053,
VPS25,107.021,
WDR61,106.982,
RAB23,106.927,
MACROD1,106.922,
ATP1A2,106.844,
SLC16A1,106.766,
CCS,106.725,
NDUFB3,106.707,
PTRHD1,106.672,
SF3B6,106.544,
C19orf53,106.54,
PACSIN2,106.53,
LAMTOR5,106.505,
SLC7A5,106.421,
COL18A1,106.317,
SFXN3,106.277,
SDR9C7,106.228,
COX7A1,106.105,
TIMP1,106.088,
SCARB2,106.071,
LYPLAL1,106.058,
BZW1,105.952,
C1QA,105.938,
C6,105.806,
AIP,105.763,
COPS5,105.735,
SPRR2D,105.731,
HIKESHI,105.67,
BLMH,105.625,
SEPHS1,105.606,
XPO7,105.574,
CSTF3,105.563,
TPD52L1,105.548,
ASNS,105.504,
TTC36,105.481,
MAGOHB,105.4465,4.876915469843612
CARD18,105.408,
FAM118B,105.135,
GNA13,105.113,
TOP2A,105.085,
IAH1,105.031,
PPME1,104.986,
MT1G,104.846,
PPP1R1B,104.842,
CTSA,104.824,
SF3A3,104.594,
CLINT1,104.562,
LTB,104.541,
EHD3,104.366,
HDAC2,104.104,
MOV10,104.079,
DCPS,104.002,
LCE3A,103.984,
DAP,103.915,
CPT2,103.909,
PXMP2,103.85,
HDAC1,103.833,
OLFML3,103.829,
MMP9,103.811,
MTX2,103.794,
RBBP9,103.727,
