Domain,mean,count_domain,domain_abundance_std
DUF4187,33.683,1,0.0
DUF16,33.683,1,0.0
TFIID-31kDa,33.671,2,0.0
ALG11_N,33.637,1,0.0
Cnd3,33.635000000000005,2,0.0
PKI,33.604,3,0.0
Plus-3,33.602,1,0.0
Ephrin_rec_like,33.583681818181816,36,2.142533546995238
PB1,33.57035714285714,14,0.0
IKI3,33.552,1,0.0
CIDE-N,33.5476,5,0.0
ORC5_C,33.535,1,0.0
RGS-like,33.51533333333333,3,0.0
Med15,33.497,1,0.0
BCDHK_Adom3,33.483,5,0.0
EBP,33.472833333333334,6,0.0
DFF40,33.457,1,0.0
Exog_C,33.453,1,0.0
PseudoU_synth,33.42885714285715,8,0.0
TH1,33.425,1,0.0
Pox_vIL-18BP,33.423,1,0.0
PIG-L,33.422,1,0.0
COG7,33.41,1,0.0
MAGI_u5,33.4005,2,0.0
Fumble,33.4,4,0.0
ZFYVE21_C,33.394,1,0.0
USP47_C,33.386,1,0.0
Sde2_N_Ubi,33.376,1,0.0
Anillin_N,33.352,2,0.0
LIAS_N,33.342,1,0.0
GCOM2,33.32725,2,3.2152145340552294
RIO1,33.302,3,0.0
RMMBL,33.262,3,0.0
B56,33.2436,5,0.0
TBCC_N,33.231,1,0.0
S_locus_glycop,33.228,1,0.0
Dpp_8_9_N,33.221000000000004,2,0.0
Peptidase_M13_N,33.20242857142857,7,0.0
Peptidase_M13,33.20242857142857,7,0.0
Methyltrn_RNA,33.186,1,0.0
DUF5128,33.174,1,0.0
IntS14,33.171,1,0.0
DUF1168,33.168,1,0.0
DUF4604,33.164,1,0.0
TFIIS_M,33.162000000000006,9,0.0
WSN,33.157,1,0.0
CUE,33.1534,11,0.0
Choline_transpo,33.1268,8,0.0
Nudix_hydro,33.107,1,0.0
BAT2_N,33.06966666666667,3,0.0
zf-C2H2_assoc2,33.065,1,0.0
RsgA_GTPase,33.05314285714286,8,0.0
APP_Cu_bd,33.04666666666667,3,0.0
APP_amyloid,33.04666666666667,3,0.0
APP_E2,33.04666666666667,3,0.0
APP_N,33.04666666666667,3,0.0
CCSMST1,33.04,1,0.0
FF,33.033166666666666,22,0.0
DUF778,33.031,2,0.0
Metal_resist,33.031,1,0.0
RME-8_N,33.03,3,0.0
Ski2_N,33.02,1,0.0
P66_CC,32.9935,2,0.0
ENTH,32.9508,5,0.0
HMMR_C,32.92333333333333,3,0.0
Raftlin,32.8735,2,0.0
ArgoMid,32.858,4,0.0
DIRP,32.856,1,0.0
LIN9_C,32.856,1,0.0
FGF-BP1,32.832,3,0.0
SIP1,32.792,1,0.0
YbjQ,32.784,1,0.0
GGA_N-GAT,32.779333333333334,3,0.0
Uroplakin_II,32.751,1,0.0
PKcGMP_CC,32.73466666666667,3,0.0
CNOT1_CAF1_bind,32.731,2,0.0
CNOT1_HEAT,32.731,1,0.0
Acatn,32.731,3,0.0
DUF3819,32.731,1,0.0
CNOT1_TTP_bind,32.731,1,0.0
Not1,32.731,1,0.0
HOOK,32.7215,3,6.924696708159857
RNA_pol_Rpc34,32.698,1,0.0
MTS,32.689750000000004,4,0.0
DUF1151,32.686,2,0.0
Got1,32.68533333333333,6,0.0
TMEM70,32.68333333333334,3,0.0
DUF2370,32.6715,4,0.0
G-patch,32.664136363636366,22,0.0
CTU2,32.652,1,0.0
Focal_AT,32.6335,2,0.0
MR_MLE_C,32.633,1,0.0
MR_MLE_N,32.633,1,0.0
Dysbindin,32.623,3,0.0
Use1,32.613,1,0.0
DNA_ligase_IV,32.601,1,0.0
Tristanin_u2,32.598,1,0.0
MPP6,32.585,1,0.0
zf-C2HE,32.566,1,0.0
KHA,32.566,1,0.0
PIGA,32.556,1,0.0
MCLC,32.549,1,0.0
Symplekin_C,32.541,1,0.0
Sds3,32.54066666666667,3,0.0
UPF0552,32.536,1,0.0
PSS,32.4875,2,0.0
Peptidase_M15,32.45,1,0.0
Med6,32.45,1,0.0
IL4,32.4,1,0.0
PAPS_reduct,32.392,2,0.0
Fe-S_biosyn,32.3535,2,0.0
AP3B1_C,32.336999999999996,2,0.0
VKG_Carbox,32.328,1,0.0
DUF4578,32.285,1,0.0
VHP,32.276625,8,0.0
AreA_N,32.274,1,0.0
Calcipressin,32.2615,4,0.0
Gemini_mov,32.26,1,0.0
TBC1D23_C,32.234,2,0.0
NatB_MDM20,32.211,1,0.0
UCR_6-4kD,32.207,1,0.0
GDA1_CD39,32.1965,8,0.0
DUF3013,32.192,1,0.0
PAD_M,32.18775,4,0.0
PAD_N,32.18775,4,0.0
PAD,32.18775,4,0.0
Vps51,32.167500000000004,2,0.0
DUF3715,32.1415,3,0.0
NPDC1,32.136,1,0.0
SNARE_assoc,32.06225,4,0.0
Arb2,32.057,2,0.0
WWE,32.03046666666667,22,0.0
BLOC1S3,32.006,1,0.0
TF_Zn_Ribbon,31.985500000000002,4,0.0
Gasdermin_C,31.968600000000002,5,0.0
TFIIIC_delta,31.96,1,0.0
zf-TFIIIC,31.96,1,0.0
DUF5921,31.96,1,0.0
DUF4514,31.9495,2,0.0
SURF1,31.928,1,0.0
FOP_dimer,31.919999999999998,2,0.0
Beta-Casp,31.9125,4,0.0
zf-NF-X1,31.9085,18,0.0
DUF948,31.9085,2,0.0
CCDC117,31.863,1,0.0
RMI1_C,31.825,1,0.0
CAF-1_p150,31.819,1,0.0
CAF1A,31.819,1,0.0
CAF1-p150_C2,31.819,1,0.0
CAF1-p150_N,31.819,1,0.0
Agouti,31.8185,2,0.0
Acetyltransf,31.775892857142857,31,0.0
Sec8_exocyst,31.7725,2,0.0
HIP1_clath_bdg,31.760333333333335,4,0.0
TSP1_CCN,31.754,6,0.0
Aquarius_N,31.742,1,0.0
MRVI1,31.741,2,0.0
ABATE,31.74,1,0.0
DUF4976,31.738,2,0.0
DUF3583,31.733,2,0.0
CPSF100_C,31.729,1,0.0
NICE-1,31.705,1,0.0
Pilt,31.693,2,0.0
SYMPK_PTA1_N,31.6895,3,0.0
REV,31.689,2,0.0
SKA2,31.6715,1,17.336136954350586
BMP2K_C,31.667,1,0.0
HSCB_C,31.654,1,0.0
HscB_4_cys,31.654,1,0.0
WASH-7_C,31.644,1,0.0
WASH-7_N,31.644,1,0.0
WASH-7_mid,31.644,1,0.0
Prominin,31.604999999999997,2,0.0
LapA_dom,31.6005,2,0.0
Peptidase_C101,31.552,2,0.0
Rabaptin,31.545,3,0.0
Rab5-bind,31.545,3,0.0
Vps16_C,31.509,3,0.0
Neuropeptide_S,31.481,1,0.0
ROK,31.473,1,0.0
DUF2367,31.461,1,0.0
USP8_dimer,31.456333333333333,3,0.0
RNB,31.44925,4,0.0
PDCD7,31.438,1,0.0
DUF4620,31.406,1,0.0
HAUS-augmin3,31.405,1,0.0
Apyrase,31.391,1,0.0
RPAP3_C,31.378666666666664,3,0.0
RNase_P_Rpp14,31.3675,2,0.0
Endonuclease_NS,31.339,6,0.0
CUB,31.33766,156,0.0
Med22,31.3,1,0.0
OGFr_N,31.2885,2,0.0
PARM,31.26,1,0.0
MAP7,31.256333333333334,6,0.0
Torsin,31.253999999999998,6,0.0
N2227,31.249,1,0.0
Thioredox_DsbH,31.245,1,0.0
KLRAQ,31.238,1,0.0
TMEM175,31.238,2,0.0
TTKRSYEDQ,31.238,1,0.0
BCL_N,31.216,2,0.0
Tau95_N,31.201,1,0.0
Tau95,31.201,1,0.0
DUF4559,31.199,1,0.0
UPF0515,31.198,1,0.0
GlcNAc_2-epim,31.195999999999998,3,0.0
IL11,31.195,1,0.0
FYVE,31.18272093023256,44,0.0
Hid1,31.157,1,0.0
Ig,31.153856223175964,526,17.834731607175925
Y_phosphatase3,31.151,1,0.0
Topoisom_bac,31.145,2,0.0
BLOC1,31.144999999999996,2,0.0
GatB_N,31.125,1,0.0
GatB_Yqey,31.125,1,0.0
GAGE,31.075045454545457,23,0.0
Thg1C,31.048,1,0.0
Thg1,31.048,1,0.0
DUF2464,31.034666666666666,3,0.0
ELYS,31.033,1,0.0
TAF,31.012999999999998,2,0.0
PLAT,31.01105263157895,33,0.0
SUFU_C,30.998,1,0.0
SUFU,30.998,1,0.0
Alba,30.99,2,0.0
MBOAT,30.984727272727273,11,0.0
CAAP1,30.978,1,0.0
MgsA_C,30.943,1,0.0
CDC45,30.933333333333337,4,0.0
CwfJ_C,30.915,4,0.0
Radical_SAM_C,30.884,1,0.0
DUF4518,30.83,1,0.0
Kin17_mid,30.815,1,0.0
KN17_SH3,30.815,1,0.0
DUF3350,30.796,2,0.0
TMEM220,30.788,1,0.0
LIDHydrolase,30.781,1,0.0
TraH,30.769,1,0.0
TNFR_16_TM,30.763,1,0.0
Rogdi_lz,30.76,1,0.0
DUF4512,30.743,1,0.0
DUF5601,30.73725,2,2.438811288312401
L27,30.68953846153846,19,0.0
CUTL,30.6455,2,0.0
ULD,30.6455,2,0.0
NUSAP,30.644,1,0.0
SAP130_C,30.641,2,0.0
PET117,30.636,1,0.0
CENP-N,30.633,1,0.0
PS_Dcarbxylase,30.618,1,0.0
Syja_N,30.614000000000004,5,0.0
Spt5_N,30.608999999999998,2,0.0
CARD,30.601709677419354,34,0.0
Myc_target,30.60166666666667,3,0.0
XPA_N,30.59,1,0.0
PIGO_PIGG,30.5655,3,0.0
DUF3510,30.555500000000002,2,0.0
DUF3512,30.544999999999998,2,0.0
Oxysterol_BP,30.540583333333334,15,0.0
PAXNEB,30.524,1,0.0
ORC3_ins,30.522,1,0.0
ORC_WH_C,30.522,1,0.0
ORC3_N,30.522,1,0.0
Tis11B_N,30.5085,2,0.0
Pur_ac_phosph_N,30.480999999999998,2,0.0
Ints3_N,30.467,1,0.0
Zn_ribbon,30.462,2,0.0
Fzo_mitofusin,30.459,2,0.0
Flavoprotein,30.428,1,0.0
RPAP2_Rtr1,30.426,1,0.0
COG5,30.41,1,0.0
Ariadne,30.405333333333335,3,0.0
GOLD,30.373142857142856,11,0.0
GLTP,30.3664,5,0.0
SH2,30.365437500000002,114,6.539424018979044
HSL_N,30.36,1,0.0
Acid_PPase,30.343,1,0.0
COG6,30.341,1,0.0
PV-1,30.327,1,0.0
TMEM_230,30.3165,2,0.0
Med31,30.292,1,0.0
RFamide_26RFa,30.273,1,0.0
Form_Nir_trans,30.27,1,0.0
Mlh1_C,30.255,1,0.0
CDO_I,30.232,1,0.0
DUF4630,30.207,1,0.0
BHD,30.197,3,0.0
MIT,30.16916666666667,14,0.0
PLA2G12,30.163,2,0.0
IL33,30.146,1,0.0
Telomere_reg-2,30.135,1,0.0
CEP44,30.131,1,0.0
GLE1,30.099,1,0.0
mit_SMPDase,30.068,1,0.0
APG6,30.063,1,0.0
BH3,30.063,1,0.0
DHR10,30.0125,4,0.0
CCDC14,30.011,1,0.0
UPF0731,30.006500000000003,2,0.0
Pacs-1,29.9945,2,0.0
RFC1,29.994,1,0.0
GIDA,29.971,1,0.0
GIDA_C,29.971,1,0.0
HARP,29.938,2,0.0
DEP,29.884045454545454,25,0.0
SnAC,29.8795,2,0.0
QLQ,29.8795,2,0.0
DWNN,29.879,1,0.0
OCRE,29.873,4,0.0
LIP1,29.873,1,0.0
UPF0183,29.865,1,0.0
Cyclin_N2,29.8625,2,0.0
Pex19,29.8505,1,6.967123115031054
EIF4E-T,29.844,1,0.0
Doppel,29.771,1,0.0
GalP_UDP_transf,29.766666666666666,1,7.220232983313859
GalP_UDP_tr_C,29.766666666666666,1,7.220232983313859
SARG,29.756999999999998,3,0.0
Med27,29.734,1,0.0
PIN,29.732583333333334,6,0.8096372644585954
YEATS,29.72675,4,0.0
MAGUK_N_PEST,29.715999999999998,4,0.0
USP8_interact,29.702,1,0.0
MIER1_beta_C,29.698,2,0.0
Ig_C17orf99,29.677500000000002,5,0.0
Pex24p,29.6675,3,0.0
Med30,29.667,1,0.0
Npa1,29.659,1,0.0
NopRA1,29.659,1,0.0
Mog1,29.657,1,0.0
TMEM135_C_rich,29.635,1,0.0
OSR1_C,29.614285714285717,11,0.0
PD-C2-AF1,29.594,1,0.0
PNK3P,29.585,1,0.0
RHD_DNA_bind,29.583999999999996,10,0.0
RHD_dimer,29.583999999999996,10,0.0
Sulfatase,29.583882352941174,17,0.0
Pterin_bind,29.574,1,0.0
Met_synt_B12,29.574,1,0.0
Cohesin_load,29.562,1,0.0
zf-WRNIP1_ubi,29.560333333333332,4,0.0
MIR,29.559199999999997,10,0.0
mRNA_cap_C,29.559,1,0.0
Adeno_E3_CR2,29.546000000000003,3,0.0
ATP-synt_S1,29.538,3,0.0
Pyridoxal_deC,29.52733333333333,11,0.0
SURF6,29.519,2,0.0
Gryzun-like,29.496,2,0.0
MALT1_Ig,29.491,1,0.0
GIT_CC,29.453333333333337,3,0.0
BAF250_C,29.450000000000003,2,0.0
Med8,29.447,1,0.0
CsgA,29.433,1,0.0
PDZ_assoc,29.422,4,0.0
CbbQ_C,29.401,2,0.0
COX15-CtaA,29.39,1,0.0
Acyltransferase,29.381235294117648,17,0.0
Rib_hydrolayse,29.378,2,0.0
tRNA_int_endo,29.366500000000002,2,0.0
SpoIIE,29.360500000000002,2,0.0
SNX17_FERM_C,29.355333333333334,3,0.0
PEX11,29.353333333333335,3,0.0
NPR3,29.309,2,0.0
FHA,29.30559375,32,0.0
RNase_P-MRP_p29,29.269,1,0.0
Diphthamide_syn,29.244,2,0.0
ECSIT_C,29.213,1,0.0
ECSIT,29.213,1,0.0
RF-1,29.186500000000002,4,0.0
UBM,29.145500000000002,7,0.0
SPRY,29.131033707865168,97,9.428579673878067
Tudor-knot,29.122666666666664,7,0.0
DUF6040,29.121,2,0.0
Glycos_transf,29.105972222222224,36,0.0
BCAS3,29.066499999999998,2,0.0
PAPA-1,29.052,1,0.0
Muted,29.034,1,0.0
DREV,29.029,1,0.0
WBS_methylT,29.025,1,0.0
FancD2,28.991,1,0.0
tRNA_NucTransf2,28.988,2,0.0
TUTF7_u4,28.988,1,0.0
PIG-X,28.983,1,0.0
AFG1_ATPase,28.972,2,0.0
Dimerisation2,28.9655,2,0.0
Seipin,28.952,1,0.0
BEN,28.95077777777778,13,0.0
B-block_TFIIIC,28.947,1,0.0
UPF0020,28.945999999999998,3,0.0
zf_C2HC,28.94525,4,0.0
CENP-B_dimeris,28.934,4,0.0
Tho2,28.922,1,0.0
THOC2_N,28.922,2,0.0
Thoc2,28.922,1,0.0
Fox-1_C,28.921666666666667,3,0.0
BING4CT,28.919,3,0.0
SGP,28.9045,2,0.0
E3_UbLigase_EDD,28.902,1,0.0
Cast,28.887500000000003,4,0.0
AMMECR1,28.8785,2,0.0
Snx8_BAR_dom,28.864,1,0.0
NFACT_N,28.837,1,0.0
NFACT-C,28.837,1,0.0
C4,28.83366666666667,12,0.0
Leo1,28.824,2,0.0
DUF4882,28.822,9,0.0
NHR2,28.7975,4,0.0
Rubredoxin_C,28.793,1,0.0
Mon2_C,28.77,1,0.0
Pannexin_like,28.7586,5,0.0
Med16,28.753,1,0.0
Pex16,28.746,1,0.0
mRNA_decap_C,28.738,1,0.0
DCP1,28.738,1,0.0
PRP3,28.736,1,0.0
SSTK-IP,28.73,1,0.0
AMPK1_CBM,28.7275,2,0.0
AMPKBI,28.7275,2,0.0
Dis3l2_C_term,28.693,1,0.0
OCRL_clath_bd,28.69,1,0.0
FGGY_N,28.687,8,0.0
G_glu_transpept,28.685999999999996,11,8.311898700056444
RFXA_RFXANK_bdg,28.681,1,0.0
TIP_N,28.635,1,0.0
POP1,28.631,2,0.0
POPLD,28.631,1,0.0
Nucleolin_bd,28.61,1,0.0
R3H,28.5936,10,0.0
Wyosine_form,28.583,1,0.0
DUF1741,28.566,1,0.0
CtaG_Cox11,28.537,1,0.0
Resistin,28.531999999999996,2,0.0
TLE_N,28.5092,5,0.0
Tankyrase_bdg_C,28.498,2,0.0
Tyr-DNA_phospho,28.495,1,0.0
Gasdermin,28.46366666666667,6,0.0
RNA_pol_Rpb1_R,28.461,49,0.0
RTT107_BRCT,28.448500000000003,4,0.0
Dus,28.42775,4,0.0
ANP,28.398666666666667,3,0.0
Smg4_UPF3,28.3955,2,0.0
CoA_transf,28.3875,2,0.0
MOZART1,28.384,1,0.0
ClpS,28.3765,2,0.0
RRF,28.353,2,0.0
Cluap1,28.3515,2,0.0
DUF5568,28.348,1,0.0
Bin3,28.344,2,0.0
PBP_sp32,28.339,1,0.0
CLN6,28.319499999999998,1,1.3951216792810612
LysM,28.3024,5,0.0
NTP_transf,28.299888888888887,10,0.0
TRAF_BIRC3_bd,28.299500000000002,2,0.0
DUF1088,28.290499999999998,2,0.0
PCIF1_WW,28.268,1,0.0
DUF3689,28.248,1,0.0
N6-adenineMlase,28.246,2,0.0
CFAP298,28.238,1,4.084460429481474
RNase_H,28.236,1,0.0
CX9C,28.222,1,0.0
zf-DNA_Pol,28.217,1,0.0
APC1_C,28.217,1,0.0
Apc1_N,28.217,1,0.0
ANAPC1,28.217,2,0.0
DNA_pol_alpha_N,28.217,1,0.0
stn_TNFRSF12A,28.208,1,0.0
PIP5K,28.19875,9,0.0
DUF772,28.189,1,0.0
ANAPC8,28.189,1,0.0
TBP,28.18433333333333,6,0.0
NOT2_3,28.174,2,0.0
TRIC,28.1685,2,0.0
zf-CCCH,28.134021276595742,87,3.7179674554788673
GH3,28.131,1,0.0
hSac2,28.130666666666666,3,0.0
Sororin,28.126,1,0.0
Sulfotransfer,28.111270833333336,48,1.9347454612945865
ADIP,28.1004,5,0.0
PAG,28.063,1,0.0
NPV_P10,28.05,2,0.0
AA_permease_N,28.043666666666667,3,0.0
DNTTIP1_dimer,28.034,1,0.0
YegS_C,28.0295,2,0.0
Mlf1IP,28.018,2,0.0
zf-RING-like,28.016,1,0.0
SMC_Nse1,28.016,1,0.0
TLD,28.006,7,0.0
SENP3_5_N,28.0045,2,0.0
Ribonucleas_3,27.987,1,0.0
ELP6,27.945,1,0.0
TACC_C,27.94366666666667,3,0.0
Pro_dh,27.939999999999998,2,0.0
SLC35F,27.924199999999995,5,0.0
HEPN_DZIP3,27.9185,2,0.0
DUF1325,27.908,1,0.0
ACC_central,27.8985,2,0.0
NEMP,27.8975,2,0.0
SCAI,27.884,1,0.0
YL1_C,27.8825,2,0.8056792165620259
Siva,27.88,1,0.0
Tme5_EGF_like,27.879,2,0.0
C5HCH,27.877333333333336,3,0.0
Myb_DNA-binding,27.851499999999998,49,9.190973941862744
Dpy-30,27.835,8,0.0
Ima1_N,27.824,1,0.0
DUF2448,27.824,1,0.0
SBF2,27.82133333333333,3,0.0
Glyco_hydro38C2,27.798166666666663,3,3.703118213073951
Phosphodiest,27.792199999999998,12,0.0
VCIP135_N,27.79,1,0.0
zf-C2HC5,27.77,1,0.0
Med21,27.765,1,0.0
TBPIP,27.744,1,0.0
PHD,27.735579365079367,125,18.01661547942158
tRNA_Me_trans,27.733,1,0.0
BNIP3,27.7315,2,0.0
ASMase_C,27.718,3,0.0
DUF2152,27.703,1,0.0
CLN5,27.697,1,0.0
Urb2,27.694,1,0.0
PAXIP1_C,27.673,1,0.0
DUF4042,27.662,1,0.0
Cohesin_HEAT,27.652,1,0.0
Nipped-B_C,27.652,1,0.0
hSH3,27.642500000000002,3,0.0
Spore_YhcN_YlaJ,27.633,1,0.0
fn3,27.623069523809527,728,13.48966729883778
60KD_IMP,27.608999999999998,2,0.0
ANAPC5,27.602,2,0.0
Sulfatase_C,27.599363636363638,11,0.0
Cauli_VI,27.5825,2,0.0
DUF3517,27.57975,4,0.0
Dopey_N,27.573,4,0.0
Sin3a_C,27.563499999999998,2,0.0
Sin3_corepress,27.563499999999998,3,0.0
Membralin,27.558,2,0.0
MT,27.539357142857142,14,0.0
INTS2,27.523,1,0.0
RWD,27.520615384615382,13,0.0
zf-DNL,27.496,1,0.0
Folate_rec,27.49525,8,0.0
DUF3481,27.481,2,0.0
Vac_ImportDeg,27.421,1,0.0
CSF-1,27.384,1,0.0
P53_tetramer,27.37966666666667,3,0.0
P53,27.37966666666667,3,0.0
DUF2722,27.37514285714286,7,0.0
AMP_deaminase,27.374666666666666,3,0.0
XAP5,27.3715,2,0.0
MAGI_u1,27.370666666666665,3,0.0
ABC_trans_CmpB,27.354,1,0.0
ArgoL2,27.3062,5,0.0
CLTH,27.296999999999997,6,0.0
HrpB7,27.287,2,0.0
Oscp1,27.27,1,0.0
FtsJ,27.2666,5,0.0
ABC_ATPase,27.257,1,0.0
RFX5_DNA_bdg,27.256500000000003,2,0.0
COLFI,27.2314,20,1.5810907627331203
DRY_EERY,27.2205,2,0.0
Swi3,27.213,1,0.0
UNC119_bdg,27.213,1,0.0
Glyco_hydro_38N,27.173699999999997,5,3.703118213073951
Alpha-mann_mid,27.173699999999997,5,3.703118213073951
Glyco_hydro_38C,27.173699999999997,5,3.703118213073951
RFX5_N,27.16,1,0.0
FH2,27.1594375,16,0.0
WRNPLPNID,27.157999999999998,7,0.0
DDDD,27.157,1,0.0
TAN,27.156,1,0.0
HEM4,27.139,1,0.0
TRAM,27.1355,2,0.0
UPF0004,27.1355,2,0.0
TMEM154,27.118399999999998,5,0.0
BRF1,27.117,1,0.0
Nt_Gln_amidase,27.105,1,0.0
Lipoxygenase,27.10366666666667,7,0.0
Med17,27.099,1,0.0
ORC2,27.086,1,0.0
PBECR3,27.086,1,0.0
DUF3504,27.079,5,0.0
Zip,27.07207142857143,17,0.0
Dynein_AAA_lid,27.04607142857143,14,0.0
ELMO_CED12,27.03633333333333,6,0.0
RPA_interact_M,27.021,1,0.0
RPA_interact_C,27.021,1,0.0
RPA_interact_N,27.021,1,0.0
Xin,27.018,41,0.0
TMEM37,26.991,1,0.0
HTH_Tnp_Tc3,26.983,1,0.0
TMEM61,26.982,1,0.0
DUSP,26.96757142857143,10,0.0
zf-MYND,26.945533333333334,15,0.0
UPRTase,26.893,2,0.0
BIRC6,26.833,1,0.0
Bromo_TP,26.824333333333332,3,0.0
OAS1_C,26.80675,7,0.0
Laminin_G,26.801949152542374,147,1.5810907627331203
AHD,26.798499999999997,2,0.0
HR1,26.772666666666666,15,0.0
GAT,26.764348484848483,16,5.999092000739222
UAA,26.746,4,0.0
Rad4,26.7425,2,0.0
CReP_N,26.7385,2,0.0
Lipid_DES,26.7285,2,0.0
SLC25_like,26.707,1,0.0
Beta-lactamase,26.686999999999998,3,0.0
ING,26.686199999999996,5,0.0
FAM91_N,26.684,1,0.0
FAM91_C,26.684,1,0.0
DUF3736,26.682,2,0.0
Pkinase,26.679135625596945,369,45.75065340881301
DUF2151,26.678,1,0.0
DNase_II,26.669,2,0.0
IMD,26.654000000000003,5,0.0
YL1,26.649666666666665,4,0.0
DUF5545,26.645,1,0.0
Smg8_Smg9,26.64075,2,2.7499382720344854
Slu7,26.632,1,0.0
Dicer_dimer,26.625999999999998,2,0.0
Sas6_CC,26.606,1,0.0
SAS-6_N,26.606,1,0.0
SCNM1_acidic,26.605,1,0.0
zf-SCNM1,26.605,1,0.0
RSRP,26.602,2,0.0
HAUS6_N,26.554,1,0.0
XPA_C,26.544,2,0.0
I-set,26.53985507246377,563,0.11596551211459484
CTF_NFI,26.535125,4,9.502808032366012
NfI_DNAbd_pre-N,26.535125,4,9.502808032366012
Recep_L_domain,26.533142857142856,14,0.0
Raptor_N,26.531,1,0.0
DUF92,26.522,1,0.0
WD40_like,26.518099999999997,10,0.0
CNOT11,26.499,1,0.0
KCTD18_C,26.488,1,0.0
USP19_linker,26.486,1,0.0
YccV-like,26.472,1,0.0
Transglut_core2,26.472,1,0.0
Gtr1_RagA,26.469125,4,7.51866640435656
SelO,26.468,1,0.0
CAF1,26.438799999999997,8,0.0
FUT8_N_cat,26.416,1,0.0
BORG_CEP,26.412333333333333,8,0.0
Guanylate_kin,26.398814814814816,27,0.0
PCRF,26.371,2,0.0
DUF4487,26.37,1,0.0
HSA,26.3195,5,0.0
MRFAP1,26.317,2,0.0
AbLIM_anchor,26.30725,6,0.0
zf-UBR,26.301944444444445,6,18.01661547942158
Mad3_BUB1_I,26.2925,6,0.0
PA,26.288944444444446,18,0.0
ACT,26.284166666666668,8,1.455225755681915
ANAPC4,26.263,1,0.0
Rad1,26.258,1,0.0
FAM110_C,26.24725,4,0.0
FAM110_N,26.24725,4,0.0
Golgin_A5,26.245,1,0.0
zf-Nse,26.229,1,0.0
InaF-motif,26.226,1,0.0
Tim54,26.191499999999998,2,0.0
SMK-1,26.188499999999998,2,0.0
Uso1_p115_head,26.182,2,0.0
VEFS-Box,26.176,1,0.0
TIMELESS,26.17,1,0.0
TIMELESS_C,26.17,1,0.0
Jun,26.169666666666668,3,0.0
DHC_N2,26.1642,16,0.0
Dynein_C,26.1642,15,0.0
Dynein_heavy,26.1642,15,0.0
DUF974,26.13,1,0.0
Trs65,26.13,2,0.0
EI24,26.122,1,0.0
PI3_PI4_kinase,26.11405263157895,21,1.2441205729349563
Miga,26.107,2,0.0
RMI1_N,26.076,2,0.0
PLL,26.019,1,0.0
GAIN_A,26.019,1,0.0
COG4,26.004,1,0.0
SLBP_RNA_bind,25.999,1,0.0
Njmu-R1,25.988,1,0.0
TUTase,25.979200000000002,9,20.90490487899909
UT,25.9765,3,0.0
PIH1,25.972333333333335,3,0.0
DUF3452,25.96875,4,0.0
DUF4688,25.963,1,0.0
ATG9,25.953,1,0.0
DDHD,25.880625000000002,9,0.0
RhoGAP_pG1_pG2,25.869500000000002,2,0.0
RhoGAP-FF1,25.869500000000002,2,0.0
PTCB-BRCT,25.8688,7,0.0
DUF155,25.867,1,0.0
RICTOR_V,25.851,2,0.0
Nup188,25.849,1,0.0
Mis14,25.837,1,0.0
RNF111_N,25.817,2,0.0
Avl9,25.80633333333333,3,0.0
SNF2-rel_dom,25.8050625,32,0.0
SAGA-Tad1,25.793,2,0.0
Spt20,25.79133333333333,4,0.0
RMI2,25.775,1,0.0
Upf2,25.763,1,0.0
LSR,25.754333333333335,3,0.0
CHZ,25.742,1,0.0
ArfGap,25.73767857142857,28,0.5221407856124629
IFT81_CH,25.73,1,0.0
PUB,25.723666666666666,6,8.066794551327892
GNT-I,25.7015,2,0.0
PMEI,25.682,1,0.0
Sec39,25.682,1,0.0
Nbas_N,25.682,1,0.0
DUF4507,25.665,1,0.0
TEX29,25.664,1,0.0
CBS,25.6356875,33,0.0
CNH,25.630733333333335,15,0.0
RNA_pol_Rpa2,25.615,1,0.0
Glypican,25.5885,6,0.0
DUF1977,25.586,3,0.0
zf-RRN7,25.586,1,0.0
NAD2,25.581166666666665,9,0.0
Spot,25.5735,2,0.0
zinc_ribbon,25.56925,8,0.0
IKBKB_SDD,25.563000000000002,2,0.0
IKKbetaNEMObind,25.563000000000002,2,0.0
IL22,25.539499999999997,2,0.0
6PF2K,25.5145,4,0.0
zf-U11-48K,25.511,6,0.0
Tmemb_cc2,25.503,4,0.0
FXMR_C2,25.498,1,0.0
CDI,25.496666666666666,3,0.0
Glu-tRNAGln,25.460250000000002,3,3.793627881065829
TFIIA,25.438375,5,0.8647915933911472
PEMT,25.432,1,0.0
PPP5,25.418499999999998,4,0.0
MENTAL,25.412,2,0.0
SPICE,25.412,1,0.0
CLAMP,25.406000000000002,3,0.0
LicD,25.3945,3,0.0
Tex_YqgF,25.388,1,0.0
OSTMP1,25.383,1,0.0
Mtp,25.375333333333334,5,0.0
Med14,25.367,1,0.0
AKAP2_C,25.363000000000003,6,0.0
HJURP_mid,25.357,1,0.0
Scm3,25.357,1,0.0
Trnau1ap,25.353,1,0.0
ACTH_assoc,25.308,1,0.0
NPP,25.308,1,0.0
ACTH_domain,25.308,3,0.0
INTS5_C,25.289,1,0.0
INTS5_N,25.289,1,0.0
CBX7_C,25.2756,5,0.0
Glyco_tran_28_C,25.268,1,0.0
Dpoe2NT,25.252,1,0.0
H-K_ATPase_N,25.232,1,0.0
Sad1_UNC,25.225428571428573,7,0.0
Sec7_N,25.2042,6,0.0
